codlem	gen	codmorf	LiLaRef	n_id	lemma	Throw_n_id	Throw_lemma	chk
N3B	f	NcC	lemma/120137	p4165	protensio	DBA79	protentio	NO
N2	m	NcB	lemma/73852	DBA78	protentinus	DBA81	prothentinus	NO
N2	m	NcB	lemma/73855	DBA84	prothocapellanus	DBA98	protocapellanus	NO
N2	m	NcB	lemma/73925	DBA8G	prothus	DBACE	protus	NO
N2	n	NcB	lemma/120297	p4321	psiathium	DBB42	psiatium	NO
N2	n	NcB	lemma/128311	t0738	tisanarium	DBB52	ptisanarium	OK
N2/1	*	Af-	lemma/120421	p4435	pulcher	DBBC9	pulcer	OK
N2	n	NcB	lemma/120426	p4440	puleium	DBBD1	pulegium	OK
N2	m	NcB	lemma/118360	p2517	polypus	DBBH0	pulpus	OK
N		NcP	lemma/71233	DAG75	phund	DBC51	pund	NO
N1	f	NcA	lemma/118547	p2678	posca	DBCA5	pusca	OK
N1	f	NcA	lemma/118547	p2678	posca	DBCA6	puscha	NO
N1	f	NcA	lemma/71287	DAGB8	picta	DBCDG	pycta	NO
N2	n	NcB	lemma/71295	DAGC3	pictatium	DBCDH	pyctatium	NO
N2	n	NcB	lemma/117913	p2134	piracium	DBCE5	pyracium	NO
N2/1	*	Af-	lemma/71575	DAHEA	piratus	DBCEC	pyratus	NO
N2/1	*	Af-	lemma/71580	DAHEG	pirgius	DBCEF	pyrgius	NO
N2	n	NcB	lemma/71582	DAHF3	piritegium	DBCF0	pyritegium	NO
N2	f	NcB	lemma/119310	p3389	pirus	DBCF7	pyrus	OK
N3B	m	NcC	lemma/71601	DAHGD	pisalis	DBCF8	pysalis	NO
N2	n	NcB	lemma/121266	q0289	quadriangulum	DBCHB	quadrangulum	OK
N3A	*	Af-	lemma/121034	q0084	quadrupes	DBD3A	quadripes	OK
N2	n	NcB	lemma/121294	q0316	quadriuium	DBD4F	quadruuium	OK
I		X--	lemma/121074	q0118	quam-diu	DBD7B	quamdiu	OK
N2/1	*	Af-	lemma/120972	q0025	quadriduanus	DBE51	quatriduanus	OK
V1		VmF	lemma/94652	c2241	coaxo	DBE63	quaxo	OK
V1		VmF	lemma/121148	q0183	querelor	DBE72	querelo	OK
V3		VmH	lemma/121047	q0096	quaero	DBE7C	quero	OK
N1	f	NcA	lemma/74733	DBD56	quaesta	DBE96	questa	NO
V1		VmF	lemma/121311	q9103	quaestiono	DBE9B	questiono	NO
N3B	m	NcC	lemma/121056	q0105	quaestor	DBE9C	questor	OK
V1		VmF	lemma/74736	DBD68	quaestuo	DBE9D	questuo	NO
N2/1	*	Af-	lemma/121064	q0109	quaestuosus	DBE9E	questuosus	NO
V1		VmF	lemma/121177	q0209	quieto	DBEB5	quietor	OK
N2	n	NcB	lemma/121239	q0265	quinquennium	DBEE9	quinquenium	OK
N3A	*	Af-	lemma/121256	q0280	quinquiplex	DBEEE	quinqueplex	OK
V3		VmH	lemma/96550	c3991	coquo	DBF24	quoquo	OK
N3B	m	NcC	lemma/90060	a2908	arrabo	DBF54	rabo	OK
N1	f	NcA	lemma/121368	r0011	racana	DBF6H	rachana	OK
N1	f	NcA	lemma/121368	r0011	racana	DBF76	rachena	OK
N1	f	NcA	lemma/121368	r0011	racana	DBFB6	raga	OK
V1		VmF	lemma/122340	r0962	racco	DBFH8	ranco	OK
V1		VmF	lemma/122425	r1044	raucor	DBGFA	rauco	OK
N2/1	*	Af-	lemma/75305	DBFCA	raimatus	DBH07	raymatus	NO
N1	f	NcA	lemma/75017	DBFCG	raisa	DBH09	raysa	NO
N2/1	*	Af-	lemma/121520	r0154	recepticius	DBHBD	receptitius	NO
N3B	m	NcC	lemma/75418	DBH84	recamator	DBHDB	rechamator	NO
V1		VmF	lemma/75470	DBH8E	recapto	DBHDD	rechapto	NO
V1		VmF	lemma/75472	DBH8G	recasso	DBHDF	rechasso	NO
N2	n	NcB	lemma/75474	DBH91	recatum	DBHE0	rechatum	NO
N3B	m	NcC	lemma/121522	r0156	receptor	DBHE2	recheptor	NO
N2	n	NcB	lemma/75464	DBHD6	recetum	DBHE3	rechetum	NO
N2	n	NcB	lemma/122081	r0708	ricinium	DBHEE	recinium	OK
V3		VmH	lemma/122397	r1016	recludo	DBHGH	reclaudo	OK
V1		VmF	lemma/122430	r1047	recordor	DC05A	recordo	OK
N3B	f	NcC	lemma/121531	r0165	reciperatio	DC0A1	recuperatio	OK
N3B	m	NcC	lemma/121533	r0167	reciperator	DC0A3	recuperator	OK
V1		VmF	lemma/122387	r1006	recipero	DC09B	recupero	OK
N2	m	NcB	lemma/75611	DBHE5	rechus	DC0AG	recus	NO
N1	f	NcA	lemma/121386	r0029	raeda	DC0B8	reda	OK
V3		VmH	lemma/122481	r1098	reduco	DC0DD	redduco	OK
V5		VmM	lemma/122501	r1117	reficio	DC12D	refacio	OK
V1		VmF	lemma/122520	r1134	refragor	DC183	refrago	OK
V1		VmF	lemma/122549	r1161	regyro	DC1F5	regiro	NO
N3B	n	NcC	lemma/121671	r0303	regimen	DC1FG	regmen	OK
N1	f	NcA	lemma/75916	DC203	reguaita	DC20A	reguayta	NO
V1		VmF	lemma/122546	r1159	regulo	DC21E	regulor	OK
V1		VmF	lemma/122471	r1088	redintegro	DC25A	reintegro	OK
V1		VmF	lemma/122572	r1183	reliquor	DC2BE	reliquo	OK
V3		VmH	lemma/122601	r1208	reminiscor	DC2H8	reminisco	OK
V1		VmF	lemma/122615	r1232	remuneror	DC32G	remunero	OK
N2	n	NcB	lemma/76221	DC386	repairium	DC3A4	repayrium	NO
V1		VmF	lemma/76332	DC40G	reproco	DC40H	reprocho	NO
V3		VmH	lemma/122689	r1304	repuerasco	DC41G	repueresco	OK
V2		VmG	lemma/122775	r1388	reticeo	DC537	retaceo	OK
N2	n	NcB	lemma/121954	r0584	retiaculum	DC562	rethiaculum	NO
N1	f	NcA	lemma/76570	DC564	rethinga	DC580	retinga	NO
V3		VmH	lemma/122964	r8002	retro-ago	DC5C1	retroago	OK
V3		VmH	lemma/122968	r8006	retro-flecto	DC5DB	retroflecto	OK
V3		VmH	lemma/122972	r8010	retro-uerto	DC5F9	retrouerto	OK
N2	n	NcB	lemma/76571	DC565	rethum	DC5G1	retum	NO
V3		VmH	lemma/122809	r1434	reuertor	DC635	reuerto	OK
N3B	n	NcC	lemma/122030	r0664	rheuma	DC65D	reuma	OK
N3B	n	NcC	lemma/122030	r0664	rheuma	DC65D	reuma	OK
N2/1	*	Af-	lemma/122031	r0665	rheumaticus	DC65E	reumaticus	OK
V1		VmF	lemma/122830	r1453	rheumatizo	DC65F	reumatizo	NO
N1	f	NcA	lemma/75982	DC262	reisa	DC673	reysa	NO
N1	f	NcA	lemma/74950	DBF81	rada	DC678	rhada	NO
N1	f	NcA	lemma/121386	r0029	raeda	DC67H	rheda	OK
N1	f	NcA	lemma/76788	DC2D7	rema	DC683	rhema	NO
N3B	m	NcC	lemma/121771	r0399	reno	DC684	rheno	OK
V1		VmF	lemma/122827	r1451	rhetorico	DC686	rhetoricor	OK
N2/1	*	Af-	lemma/122082	r0709	ricinus	DC6B7	richinus	NO
V1		VmF	lemma/122841	r1461	rimor	DC6G1	rimo	OK
N2	m	NcB	lemma/122126	r0755	riuulus	DC771	riuolus	OK
N1	f	NcA	lemma/77080	DC7AC	rocca	DC7AE	roccha	NO
N1	f	NcA	lemma/77086	DC7A7	roca	DC7B3	rocha	NO
N2	n	NcB	lemma/77077	DC7AA	rocassium	DC7B8	rochassium	NO
N2	n	NcB	lemma/77084	DC7B1	rocerium	DC7BB	rocherium	NO
N2	m	NcB	lemma/77098	DC7BG	rochus	DC7C3	rocus	NO
N2/1	*	Af-	lemma/122048	r0680	rhodinus	DC7D4	rodinus	NO
N2	m	NcB	lemma/77185	DC80H	romaeus	DC833	romeus	NO
N2	m	NcB	lemma/122062	r0690	rhonchus	DC846	ronchus	OK
V1		VmF	lemma/122854	r1473	roncho	DC83G	ronco	OK
N2	n	NcB	lemma/122321	r0945	rutabulum	DC8C2	rotabulum	OK
N2	n	NcB	lemma/77331	DC8C5	rotagium	DC8DE	rothagium	NO
N2	m	NcB	lemma/77325	DC8CG	rotarii	DC8DF	rotharii	NO
N2	m	NcB	lemma/77361	DC691	rhothus	DC8E1	rothus	NO
N2	n	NcB	lemma/77334	DC8E0	rothorium	DC8EE	rotorium	NO
N2	m	NcB	lemma/77361	DC691	rhothus	DC8G7	rotus	NO
N2	m	NcB	lemma/77365	DC8GC	rouchinus	DC8GD	roucinus	NO
N2/1	*	Af-	lemma/122134	r0763	robeus	71786	rubeus	OK
V1		VmF	lemma/122848	r1467	robigino	DC926	rubigino	OK
N1	f	NcA	lemma/77446	DC943	ruca	DC94A	rucha	NO
V1		VmF	lemma/122864	r1482	ructo	DC956	ructuor	OK
N2	m	NcB	lemma/122060	r0689	rhombus	DC9AB	rumbus	OK
N2	m	NcB	lemma/77553	DC9D6	runcinus	DC9CF	runchinus	NO
N1	f	NcA	lemma/77601	DC9H7	rusca	DC9HE	ruscha	NO
V1		VmF	lemma/122888	r1501	ruspor	DCA0F	ruspo	OK
N2	m	NcB	lemma/77647	DCA2G	rutarii	DCA36	rutharii	NO
N2	n	NcB	lemma/122329	r0953	rutrum	DCA37	ruthrum	NO
N3B	m	NcC	lemma/127392	s9014	sabulo	DCA6F	sablo	OK
N2	m	NcB	lemma/77731	DCA91	sacchi	DCA92	sacci	NO
N2	m	NcB	lemma/123046	s0025	saccellus	DCAAH	sacellus	OK
N1	f	NcA	lemma/77712	DCA7B	saca	DCAC3	sacha	NO
N2	m	NcB	lemma/123046	s0025	saccellus	DCAC8	sachellus	NO
N3B	m	NcC	lemma/77765	DCAC9	sachibaro	DCAD1	sacibaro	NO
N2	m	NcB	lemma/77824	DCACF	sachus	DCAH5	sacus	NO
N1	f	NcA	lemma/124374	s1263	sepia	DCAHF	saepia	OK
N2	n	NcB	lemma/123197	s0158	salictetum	DCBE6	salicetum	OK
N2	n	NcB	lemma/123232	s0191	salsamentum	DCC0H	salmentum	OK
I		X--	lemma/123252	s0210	saltem	DCC4F	saltim	OK
N3A	*	Af-	lemma/123376	s0329	sanqualis	73031	sangualis	OK
N1	f	NcA	lemma/123379	s0332	sapa	DCD37	sapha	NO
N1	f	NcA	lemma/123405	s0357	sarca	DCD72	sarcha	NO
N3B	m	NcC	lemma/78382	DCD75	sarcho	DCD87	sarco	NO
N1	f	NcA	lemma/123443	s0393	sarisa	DCDA9	sarissa	OK
N2	n	NcB	lemma/124522	s1402	serracum	DCDC4	sarracum	OK
N1	f	NcA	lemma/124524	s1404	serralia	DCDC8	sarralia	OK
N2	m	NcB	lemma/123516	s0460	satyrus	DCDH0	satirus	NO
N2	n	NcB	lemma/77913	DCB6A	saiguatorium	DCE5F	sayguatorium	NO
N2	n	NcB	lemma/77922	DCB72	saisimentum	DCE61	saysimentum	NO
N2	n	NcB	lemma/123559	s0500	scabillum	DCE7D	scabellum	OK
N2	m	NcB	lemma/78709	DCED5	scalchus	DCED8	scalcus	NO
N3B	f	NcC	lemma/123624	s0559	scansio	DCF05	scancio	NO
N1	f	NcA	lemma/123626	s0561	scapha	DCF30	scapa	NO
N2	n	NcB	lemma/92668	c0486	caphisterium	DCF39	scaphisterium	OK
N2	m	NcB	lemma/78823	DCF37	scaphinus	DCF3G	scapinus	NO
N1	f	NcA	lemma/123634	s0569	scapula	DCF40	scapla	OK
N1	f	NcA	lemma/123681	s0613	schedula	DCFD8	scedula	NO
N3B	n	NcC	lemma/123684	s0614	schema	DCFE8	scema	NO
N1	f	NcA	lemma/123062	s0039	sacena	DCFF0	scena	OK
N1	f	NcA	lemma/123574	s0514	scaena	DCFF0	scena	OK
N1	m	NcA	lemma/123693	s0622	schoenobates	DCFF9	scenobates	OK
N1	f	NcA	lemma/123670	s0604	scenopegia	DCFFD	scenophegia	NO
N1	f	NcA	lemma/78661	DCE9A	scacia	DCFH2	schacia	NO
N1	f	NcA	lemma/78675	DCEA9	scafa	DCFH5	schafa	NO
N3B	n	NcC	lemma/78779	DCF0A	scandalia	DCFHE	schandalia	NO
N1	f	NcA	lemma/123626	s0561	scapha	DCFHF	schapha	NO
N1	f	NcA	lemma/78842	DCF52	scara	DCG00	schara	NO
N2	m	NcB	lemma/79032	DCF6C	scarescellus	DCG01	scharescellus	NO
N2	m	NcB	lemma/79034	DCF7C	scaritus	DCG03	scharitus	NO
N2	n	NcB	lemma/78881	DCF82	scarlatum	DCG04	scharlatum	NO
N		NcP	lemma/78966	DCFD3	sceawing	DCG0A	scheawing	NO
N1	f	NcA	lemma/78976	DCFDE	scela	DCG12	schela	NO
N2	n	NcB	lemma/79061	DCFGG	sceurum	DCG24	scheurum	NO
N1	f	NcA	lemma/123619	s0554	scandula	DCG2H	schindula	NO
N2	m	NcB	lemma/79087	DCGE2	sclauus	DCG40	schlauus	NO
N2	m	NcB	lemma/79522	DCHH5	scultetus	DCG62	schultetus	NO
N2/1	*	Af-	lemma/123907	s0821	scutarius	DCG66	schutarius	NO
N1	f	NcA	lemma/79168	DCG38	schira	DCG69	schyra	NO
N1	f	NcA	lemma/123677	s0611	schida	DCG72	scida	OK
N2/1	*	Af-	lemma/79066	DCG29	schifatus	DCG7A	scifatus	NO
N2	m	NcB	lemma/79592	DCG2C	schillingus	DCG7E	scillingus	NO
N3B	m	NcC	lemma/79139	DCG2D	schilpor	DCG7G	scilpor	NO
N1	f	NcA	lemma/123619	s0554	scandula	DCG90	scindula	OK
N3B	f	NcC	lemma/123725	s0648	sciniphes	DCG91	scinifes	OK
N3B	f	NcC	lemma/123725	s0648	sciniphes	DCG91	scinifes	OK
N1	f	NcA	lemma/79168	DCG38	schira	DCGA0	scira	NO
N3B	n	NcC	lemma/123688	s0618	schisma	DCGB4	scisma	NO
N3B	m	NcC	lemma/123701	s0626	scholares	DCGG8	scolares	OK
N2	m	NcB	lemma/79104	DCG53	scholtetus	DCGH6	scoltetus	NO
N1	f	NcA	lemma/79310	DCG57	schoppa	DCH21	scoppa	NO
N3B	m	NcC	lemma/123807	s0727	scorpio	DCH3F	scorofio	OK
N1	f	NcA	lemma/123295	s0251	scortea	DCH4D	scortia	OK
N3B	m	NcC	lemma/123895	s0809	sculptor	DCHH6	scultor	OK
N1	f	NcA	lemma/123913	s0826	scutra	DD01G	scuta	OK
N2	m	NcB	lemma/79592	DCG2C	schillingus	DD042	scyllingus	NO
N1	f	NcA	lemma/79168	DCG38	schira	DD049	scyra	NO
N1	f	NcA	lemma/123062	s0039	sacena	DD070	secena	OK
N1	f	NcA	lemma/125014	s1856	socordia	DD07E	secordia	OK
N3A	*	Af-	lemma/123103	s0073	saecularis	DD0B0	secularis	OK
N2	n	NcB	lemma/123105	s0075	saeculum	DD0B2	seculum	OK
N1	f	NcA	lemma/77831	DCAHE	saenia	DD21B	senia	NO
V1		VmF	lemma/124333	s1223	sensifico	DD25G	sentifico	OK
N2/1	*	Af-	lemma/124368	s1258	saeparius	DD283	separius	OK
N2/1	*	Af-	lemma/124368	s1258	saeparius	DD283	separius	OK
N2/1	*	Af-	lemma/123117	s0087	saeptatus	DD29E	septatus	OK
N2	n	NcB	lemma/124427	s1315	septizonium	DD2A5	septemzodium	OK
N2	n	NcB	lemma/127248	s3971	saeptum	DD2C8	septum	OK
N4	m	NcD	lemma/127247	s3970	saeptus	DD2CD	septus	OK
N1	f	NcA	lemma/124450	s1338	sequella	DD2DC	sequela	OK
N2	n	NcB	lemma/124518	s1398	serpullum	DD363	serpillum	OK
N2/1	*	Af-	lemma/124603	s1475	sesquiplus	DD3D5	sescuplus	OK
I		X--	lemma/123994	s0902	sed	DD3FH	set	OK
N1	f	NcA	lemma/123120	s0090	saeta	DD3G0	seta	OK
N2/1	*	Af-	lemma/123121	s0091	saetiger	DD3H0	setiger	OK
V4		VmL	lemma/123125	s0095	saeuio	DD410	seuio	NO
N2	n	NcB	lemma/123940	s0851	sebum	DD41G	seuum	OK
N1	f	NcA	lemma/79798	DD13D	seignoria	DD457	seygnoria	NO
N2	n	NcB	lemma/80527	DD14A	seitorium	DD462	seytorium	NO
N1	f	NcA	lemma/124816	s1676	spongia	DD471	sfungia	OK
N1	f	NcA	lemma/124687	s1553	sybina	DD49C	sibyna	OK
N3B	n	NcC	lemma/123943	s0854	secale	DD49H	sicale	OK
N1	f	NcA	lemma/124691	s1556	sica	DD4B7	sicha	NO
N1	f	NcA	lemma/80606	DD4B1	sicela	DD4BA	sichela	NO
N1	f	NcA	lemma/80608	DD4BC	sichia	DD4BD	sicia	NO
N2	n	NcB	lemma/125635	s2425	sincinium	DD4BH	sicinium	OK
N2/1	*	Af-	lemma/124738	s1602	sigillaricius	DD4F1	sigillaritius	NO
V1		VmF	lemma/127191	s3920	syllogizo	DD550	sillogizo	NO
N1	f	NcA	lemma/127193	s3921	symbola	DD568	simbola	NO
N3B	n	NcC	lemma/124745	s1608	sigma	DD581	simma	OK
N1	f	NcA	lemma/124820	s1679	simila	DD59G	simula	OK
V1		VmF	lemma/127230	s3954	syncopo	DD5BB	sincopo	NO
V1		VmF	lemma/83786	DE0F3	syndico	DD5C1	sindico	NO
N2	n	NcB	lemma/124919	s1766	siparium	DD5G4	sipharium	NO
V1		VmF	lemma/127041	s3777	suppo	DD5G0	sipo	OK
N2/1	*	Af-	lemma/80898	DD5H3	sirichus	DD5H6	siricus	NO
N2/1	*	Af-	lemma/80898	DD5H3	sirichus	DD605	sirycus	NO
N1	f	NcA	lemma/124942	s1789	sisera	DD609	sisara	OK
N2	n	NcB	lemma/124950	s1797	sisymbrium	DD60H	sisimbrium	NO
N3A	*	Af-	lemma/125216	s2040	sospes	DD616	sispes	OK
N2	n	NcB	lemma/124918	s1765	sion	DD643	sium	OK
N3B	n	NcC	lemma/124976	s1823	smegma	DD66C	smigma	OK
N1	f	NcA	lemma/81026	DD68C	soca	DD69G	socha	NO
N1	f	NcA	lemma/124995	s1841	socera	DD6BB	socra	OK
N2	n	NcB	lemma/125029	s1869	solacium	DD6H1	solatium	OK
N2/1	*	Af-	lemma/125062	s1901	solidus	DD715	soledus	OK
N3A	*	Af-	lemma/123629	s0564	sollemnis	DD718	solemnis	OK
N3B	f	NcC	lemma/125081	s1920	sollemnitas	DD719	solemnitas	OK
N2	n	NcB	lemma/125079	s1918	solium	DD729	soleum	OK
N3A	*	Af-	lemma/123629	s0564	sollemnis	DD766	sollempnis	OK
V1		VmF	lemma/125083	s1922	sollemnizo	DD768	sollempnizo	OK
V1		VmF	lemma/125123	s1961	somnio	DD7B0	somnior	OK
N1	f	NcA	lemma/131228	z0035	zona	DD7BG	sona	OK
V4		VmL	lemma/125212	s2036	sortior	DD834	sortio	OK
N2	m	NcB	lemma/90233	a3065	asparagus	DD8BH	sparagus	OK
N1	f	NcA	lemma/125263	s2083	spatha	DD8EF	spata	OK
N2/1	*	Af-	lemma/125261	s2082	spatarius	DD8F5	spatharius	OK
N2/1	*	Af-	lemma/125261	s2082	spatarius	DD8F5	spatharius	OK
N2	n	NcB	lemma/125271	s2090	spatium	DD8F9	spathium	NO
N1	f	NcA	lemma/125273	s2092	spatula	DD8FB	spathula	OK
V1		VmF	lemma/125268	s2087	spatior	DD8FF	spatio	OK
N1	f	NcA	lemma/125395	s2204	spira	DD94B	spera	OK
V3		VmH	lemma/125240	s2064	spargo	DD958	spergo	OK
N3A	*	Af-	lemma/125348	s2161	sphaeroides	DD966	speroides	NO
N3B	m	NcC	lemma/125310	s2128	speculator	DD98B	spiculator	OK
N2/1	*	Af-	lemma/125355	s2168	sphingatus	DD9BD	spingatus	OK
N3A	*	Af-	lemma/125404	s2213	spiritalis	DD9E1	spiritualis	OK
N1	f	NcA	lemma/81772	DD9F8	spleca	DD9F9	splecha	NO
N2/1	*	Af-	lemma/125467	s2272	sponsalicius	DDA0D	sponsalitius	NO
N2	n	NcB	lemma/123697	s0624	schoinuanthos	DDA6D	squinantum	OK
N1	f	NcA	lemma/81923	DDA9D	staca	DDAA3	stacha	NO
V1		VmF	lemma/81927	DDAA0	staco	DDAA4	stacho	NO
N2	n	NcB	lemma/127352	s7364	stagnum	DDB28	stannum	OK
N2	n	NcB	lemma/125652	s2441	sterculinum	DDC0E	sterquilinium	OK
N3B	n	NcC	lemma/82209	DDBEE	stema	DDC17	sthema	NO
N2	n	NcB	lemma/125691	s2476	stillicidium	DDC3B	stilicidium	OK
N1	f	NcA	lemma/125707	s2490	stipa	DDC74	stipha	NO
N2	n	NcB	lemma/82331	DDC61	stipadium	DDC75	stiphadium	NO
N2/1	*	Af-	lemma/125922	s2690	stypticus	DDC7C	stipticus	OK
V1		VmF	lemma/125726	s2508	stipulor	DDC7G	stipulo	OK
N3B	2	NcC	lemma/125733	s2515	stirps	DDC8B	stirpes	OK
N3B	2	NcC	lemma/125733	s2515	stirps	DDC8B	stirpes	OK
N1	f	NcA	lemma/125735	s2517	stlatta	DDC98	stlata	OK
N2	m	NcB	lemma/82376	DDCA2	stochus	DDCAB	stocus	NO
N2	m	NcB	lemma/82405	DDCCB	stophus	DDCCG	stopus	NO
N3B	m	NcC	lemma/125764	s2544	styrax	DDCD5	storax	OK
N1	f	NcA	lemma/105561	h0463	historia	DDCD9	storia	OK
N1	f	NcA	lemma/125767	s2546	storea	DDCD9	storia	OK
N1	f	NcA	lemma/125805	s2579	straua	DDCEF	straba	OK
N1	f	NcA	lemma/125807	s2581	strena	DDD36	strenua	OK
N1	f	NcA	lemma/125851	s2624	stropha	DDD99	strofa	OK
N2	m	NcB	lemma/125876	s2648	struppus	DDDB1	stroppus	OK
N2	m	NcB	lemma/125860	s2632	strophus	DDDB2	stropus	NO
N1	f	NcA	lemma/125904	s2673	stuppa	DDDG4	stupa	OK
N1	f	NcA	lemma/125904	s2673	stuppa	DDDGD	stupha	NO
N1	f	NcA	lemma/126079	s2839	stipula	DDDH3	stupla	OK
N1	f	NcA	lemma/126079	s2839	stipula	DDDH7	stupula	OK
N1	f	NcA	lemma/82277	DDC1C	stica	DDE0F	styca	NO
N2	m	NcB	lemma/125696	s2480	stilus	DDE10	stylus	OK
N3A	*	Af-	lemma/82723	DDC88	stirpalis	DDE12	styrpalis	NO
N2	n	NcB	lemma/126531	s3284	succingulum	DDE73	subcingulum	OK
V1		VmF	lemma/126591	s3341	suffarcino	DDEA5	subfarcino	OK
N2	n	NcB	lemma/126639	s3388	suffugium	DDEAE	subfugium	NO
V1		VmF	lemma/126645	s3394	suffumo	DDEAF	subfumo	OK
N1	f	NcA	lemma/126659	s3408	suggrunda	DDEB3	subgrunda	OK
N1	f	NcA	lemma/126489	s3242	subula	DDEE7	subla	OK
V1		VmF	lemma/127011	s3748	suppedito	DDF13	subpedito	OK
N2	n	NcB	lemma/126337	s3091	subsannium	DDF35	subsanium	OK
N2/1	*	Af-	lemma/126357	s3111	subsequus	DDF4F	subsicuus	OK
N3B	n	NcC	lemma/126418	s3172	subtemen	DDF88	subtegmen	OK
N2	m	NcB	lemma/126487	s3240	subuilicus	DDFCD	subuillicus	OK
N3B	f	NcC	lemma/82884	DDECB	subimaginatio	DDFDG	subymaginatio	NO
N2	m	NcB	lemma/126766	s3509	sucus	DDFGE	succus	OK
N3B	f	NcC	lemma/126654	s3403	suggestio	DDG62	suggessio	NO
N2	n	NcB	lemma/83254	DDG8F	sulphurium	DDG90	sulpurium	NO
N2	m	NcB	lemma/82933	DDEGH	submerinus	DDGC1	summerinus	NO
V3		VmH	lemma/126224	s2979	submitto	DDGCA	summitto	OK
V2		VmG	lemma/126226	s2981	submoneo	DDGCC	summoneo	OK
N3B	m	NcC	lemma/126713	s3458	syntonator	DDGEH	suntonator	OK
N1	f	NcA	lemma/127433	s9933	superabundantia	DDH42	superhabundantia	NO
N3B	n	NcC	lemma/126886	s3625	superlimen	DDH63	superliminare	OK
N2	n	NcB	lemma/127033	s3769	supplicamentum	DDHEH	suppliciamentum	OK
N2/1	*	Af-	lemma/127045	s3781	suppositicius	DDHG1	supposititius	NO
V1		VmF	lemma/127084	s3819	surculo	DE01G	surclo	OK
N3B	f	NcC	lemma/126291	s3045	subrectio	DE03E	surrectio	OK
N4	m	NcD	lemma/127496	s9984	subrectus	DE03F	surrectus	OK
V3		VmH	lemma/126307	s3061	surgo	DE040	surrigo	OK
V1		VmF	lemma/126315	s3069	subrogo	DE042	surrogo	OK
N3B	f	NcC	lemma/127131	s3863	suspicio	DE077	suspitio	OK
N1	f	NcA	lemma/80588	DD4A1	sicaria	DE0BD	sycaria	NO
N1	f	NcA	lemma/124801	s1661	silua	DE0C9	sylua	OK
N2/1	*	Af-	lemma/124802	s1662	siluaticus	DE0CA	syluaticus	NO
N2/1	*	Af-	lemma/124870	s1726	simus	DE0DF	symus	NO
N1	f	NcA	lemma/127228	s3952	syncope	DE0EA	syncopa	OK
N3B	f	NcC	lemma/124882	s1736	sindon	DE0F8	syndon	OK
N2/1	*	Af-	lemma/80898	DD5H3	sirichus	DE0HG	syricus	NO
N2	n	NcB	lemma/83831	DD62B	sitamentum	DE10C	sytamentum	NO
N2	m	NcB	lemma/83833	DD644	sixhindi	DE10E	syxhindi	NO
N2	m	NcB	lemma/127523	t0009	tabernacularius	DED95	tabernaclarius	OK
N1	f	NcA	lemma/127594	t0072	talla	DEE32	tala	OK
N1	f	NcA	lemma/128090	t0534	thapsia	DEF12	tapsia	OK
N1	f	NcA	lemma/127673	t0145	taura	DEFAF	taurea	OK
N1	f	NcA	lemma/132279	DEE30	taisia	DEFDF	taysia	NO
N1	f	NcA	lemma/127562	t0042	taeda	DEFFA	teda	OK
N2	m	NcB	lemma/127725	t0194	tegetarius	DEFG2	tegenarius	OK
N2	m	NcB	lemma/127725	t0194	tegetarius	DEFGB	tegitarius	OK
N1	f	NcA	lemma/132279	DEE30	taisia	DEG01	teisia	NO
N1	f	NcA	lemma/127807	t0275	tenebra	DEG89	tenebrae	OK
N1	f	NcA	lemma/127570	t0049	taenia	DEGBC	tenia	NO
N3B	f	NcC	lemma/127792	t0260	temptatio	DEGE3	tentatio	OK
N3B	f	NcC	lemma/127838	t0304	tensio	DEGEB	tentio	OK
N1	f	NcA	lemma/127912	t0372	terra	DEGGB	tera	OK
V1		VmF	lemma/127991	t0445	testificor	DF01A	testifico	OK
V1		VmF	lemma/127997	t0450	testor	DF00D	testo	OK
N1	m	NcA	lemma/128044	t0491	tetrarches	DF04D	tetrarcha	OK
N2	m	NcB	lemma/133044	DF094	thainus	DF0B2	thaynus	NO
N1	f	NcA	lemma/127834	t0300	tensa	DF0E0	thensa	OK
N2	n	NcB	lemma/133219	t0645	thymiamaterium	DF112	thimiamaterium	NO
N1	f	NcA	lemma/133284	DF146	thrimsa	DF14D	thrymsa	NO
N2/1	*	Af-	lemma/129263	t1782	tureus	DF15B	thureus	OK
N2	n	NcB	lemma/129268	t1787	turibulum	DF15F	thuribulum	OK
N3B	f	NcC	lemma/129271	t1790	turificatio	DF164	thurificatio	OK
V1		VmF	lemma/129273	t1792	turifico	DF162	thurifico	OK
N2/1	*	Af-	lemma/128001	t0453	turinus	84000	thurinus	OK
N2	n	NcB	lemma/133327	DF11F	thisiasterium	DF173	thysiasterium	NO
N2	m	NcB	lemma/133234	DF11H	thiuphadus	DF175	thyuphadus	NO
N2	n	NcB	lemma/132261	DEFGH	tegorium	DF19A	tigurium	NO
N2	m	NcB	lemma/133220	DF113	thimonus	DF1C0	timonus	NO
N2	n	NcB	lemma/129341	t1862	tympanum	DF1C9	timpanum	NO
N2/1	*	Af-	lemma/128281	t0711	tineosus	DF1F7	tiniosus	OK
N2	n	NcB	lemma/128294	t0723	tintinnabulum	DF1GC	tintinabulum	OK
N2	m	NcB	lemma/128494	t0901	tyrannus	DF205	tirannus	NO
N1	f	NcA	lemma/133229	DF11C	thiriaca	DF218	tiriaca	NO
